ID,Years [a] (Average education years of fa...),Pop dens [#/km**2],Distance [km] (Radial distance from village ...),Soil_type_1,Soil_type_2,Soil_type_3,Soil_type_4,Soil_type_5,Soil_type_6,Soil_type_7,Soil_type_8,Soil_type_9,Soil_type_10,Soil_type_11,Soil_type_12,Code (scode),T_spr,T_sum,T_aut,T_wint,Precip_spr_mm_month,Precip_sum_mm_month,Precip_aut_mm_month,Precip_wint_mm_month,Index (Multiple crop),Ratio (of irrigated areas to total c...),Exch rate (Chinese Renminbi against the ...),Crop_niusd_USD_ha_a,Latitude_med
2.01E+11,9.25,554.14,27.502,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,125,0,683.1,1570.8,39.3841
2.01E+11,11.33,554.14,27.502,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,166.6667,0,683.1,4098.5,39.3841
2.01E+11,5.8,554.14,27.502,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,200,0,683.1,2583.44,39.3841
2.01E+11,7.67,554.14,27.502,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,156.25,0,683.1,4622.54,39.3841
2.01E+11,6.4,554.14,27.502,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,152.9412,0,683.1,4233.25,39.3841
2.01E+11,6,554.14,27.502,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,187.5,0,683.1,1694.6,39.3841
2.01E+11,8.33,554.14,27.502,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,173.9131,0,683.1,7542.82,39.3841
2.01E+11,8.67,554.14,27.502,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,208.3333,0,683.1,2723.34,39.3841
2.01E+11,5,554.14,27.502,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,142.8571,1,683.1,2720.35,39.3841
2.01E+11,7.33,554.14,27.502,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,166.6667,1,683.1,4618.86,39.3841
2.01E+11,5,554.14,27.502,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,187.5,0,683.1,3080.4,39.3841
2.01E+11,10,554.14,27.502,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,142.8571,0,683.1,1821.74,39.3841
2.01E+11,8,554.14,27.502,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,187.5,0,683.1,2762.34,39.3841
2.01E+11,6.4,554.14,27.502,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,200,0,683.1,2591.13,39.3841
2.01E+11,7,554.14,27.502,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,187.5,0,683.1,2622.01,39.3841
2.01E+11,7.6,554.14,27.502,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,220,0,683.1,5556.87,39.3841
2.01E+11,5,554.14,27.502,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,177.7778,0,683.1,4862.9,39.3841
2.01E+11,7.5,554.14,27.502,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,150,1,683.1,3129.58,39.3841
2.01E+11,5.5,554.14,27.502,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,141.4141,1,683.1,2296.1,39.3841
2.01E+11,7.2,554.14,27.502,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,221.0526,1,683.1,2719.64,39.3841
2.01E+11,8,554.14,27.502,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,0.4988,0,683.1,3.21,39.3841
2.01E+11,5,554.14,27.502,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,170.7317,0,683.1,1949.5,39.3841
2.01E+11,8.5,554.14,27.502,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,220,0,683.1,5130,39.3841
2.01E+11,7.6,554.14,27.502,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,233.3333,0,683.1,1587.62,39.3841
2.01E+11,5,554.14,27.502,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,100,0,683.1,655.17,39.3841
2.01E+11,7,554.14,27.502,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,218.1818,0,683.1,2360.39,39.3841
2.01E+11,6.5,554.14,27.502,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,214.2857,0,683.1,3623.63,39.3841
2.01E+11,8.38,554.14,27.502,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,178.5714,0,683.1,3176.27,39.3841
2.01E+11,8.25,554.14,27.502,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,175,0,683.1,1941.15,39.3841
2.01E+11,8,379.404,29.48,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,100,1,683.1,867.37,38.9476
2.01E+11,7.5,379.404,29.48,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,200,1,683.1,2016.91,38.9476
2.01E+11,5,379.404,29.48,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,100,1,683.1,440.27,38.9476
2.01E+11,6.2,379.404,29.48,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,100,1,683.1,1081.83,38.9476
2.01E+11,4.5,379.404,29.48,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,100,1,683.1,1040.84,38.9476
2.01E+11,9.75,379.404,29.48,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,100,1,683.1,1102.33,38.9476
2.01E+11,9,379.404,29.48,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,100,1,683.1,1010.42,38.9476
2.01E+11,5,379.404,29.48,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,100,1,683.1,963.77,38.9476
2.01E+11,8,379.404,29.48,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,100,1,683.1,1032.06,38.9476
2.01E+11,5,379.404,29.48,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,100,1,683.1,988.69,38.9476
2.01E+11,7.5,379.404,29.48,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,100,1,683.1,910.74,38.9476
2.01E+11,5.2,379.404,29.48,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,100,1,683.1,1040.84,38.9476
2.01E+11,7.33,379.404,29.48,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,100,1,683.1,1035.35,38.9476
2.01E+11,6.75,379.404,29.48,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,100,1,683.1,1069.19,38.9476
2.01E+11,8,379.404,29.48,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,100,1,683.1,966.5,38.9476
2.01E+11,10.33,379.404,29.48,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,100,1,683.1,1179.91,38.9476
2.01E+11,3,379.404,29.48,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,100,1,683.1,301.05,38.9476
2.01E+11,6.33,379.404,29.48,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,100,1,683.1,901.77,38.9476
2.01E+11,6,379.404,29.48,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,100,1,683.1,954.11,38.9476
2.01E+11,3,379.404,29.48,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,120,1,683.1,158.1,38.9476
2.01E+11,7,379.404,29.48,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,160,1,683.1,1714.3,38.9476
2.01E+11,5,379.404,29.48,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,100,1,683.1,1094.74,38.9476
2.01E+11,5,379.404,29.48,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,100,1,683.1,969.84,38.9476
2.01E+11,2,379.404,29.48,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,100,1,683.1,1526.13,38.9476
2.01E+11,6.6,379.404,29.48,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,100,1,683.1,1114.4,38.9476
2.01E+11,2,379.404,29.48,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,100,1,683.1,1139.11,38.9476
2.01E+11,7.5,379.404,29.48,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,200,1,683.1,2022.73,38.9476
2.01E+11,6.75,379.404,29.48,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,100,1,683.1,1126.61,38.9476
2.01E+11,7.33,379.404,29.48,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,100,1,683.1,918.97,38.9476
2.01E+11,8.33,379.404,29.48,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,100,1,683.1,1062.8,38.9476
2.01E+11,7.5,379.404,29.48,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,100,0,683.1,1062.8,38.9476
2.01E+11,5,379.404,29.48,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,100,1,683.1,1122.82,38.9476
2.01E+11,7.67,379.404,29.48,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,100,1,683.1,1001.32,38.9476
2.01E+11,3,379.404,29.48,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,100,1,683.1,1157.92,38.9476
2.01E+11,8.33,379.404,29.48,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,133.3333,1,683.1,1194.89,38.9476
2.01E+11,8.33,379.404,29.48,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,100,1,683.1,731.93,38.9476
2.01E+11,10.5,379.404,29.48,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,176.9231,1,683.1,1850.95,38.9476
2.01E+11,4,379.404,29.48,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.57,13.85,25.83,13.47,2.97,23.04,117.96,27.57,100,1,683.1,978.42,38.9476
2.01E+11,6.2,484.582,78.488,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.19,13.13,25.77,14.34,3.89,24.41,122.48,28.63,100,0,683.1,351.34,39.2209
2.01E+11,0,484.582,78.488,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.19,13.13,25.77,14.34,3.89,24.41,122.48,28.63,100,0.7,683.1,4839.15,39.2209
2.01E+11,5.33,484.582,78.488,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.19,13.13,25.77,14.34,3.89,24.41,122.48,28.63,100,0,683.1,829.55,39.2209
2.01E+11,12.75,268.741,51.555,0,0,0,0,0,0,0,1,0,0,0,0,12,-1.19,13.13,25.77,14.34,3.89,24.41,122.48,28.63,95.4545,0.5909,683.1,2102.95,39.4707
